Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s
23.98,2.19,52.5,2.116,0.030858333333333335,27.333460166666676,1408.3499999999997
23.99,1.47,35.2,2.131,0.020836444444444446,27.35429661111112,1410.4809999999998
23.98,1.98,47.4,2.12,0.02791333333333333,27.382209944444455,1412.6009999999997
23.9,10.86,259.5,2.134,0.15382583333333333,27.536035777777787,1414.7349999999997
23.9,10.68,255.2,2.119,0.15021355555555557,27.686249333333343,1416.8539999999996
23.9,10.98,262.4,2.12,0.15452444444444444,27.840773777777788,1418.9739999999995
23.98,1.26,30.2,2.128,0.017851555555555558,27.858625333333343,1421.1019999999994
23.98,2.16,51.7,2.119,0.030431194444444448,27.889056527777786,1423.2209999999993
23.99,1.32,31.6,2.12,0.01860888888888889,27.907665416666674,1425.3409999999992
24.0,2.25,54.0,2.127,0.031904999999999996,27.939570416666673,1427.4679999999992
23.99,2.25,53.9,2.123,0.03178602777777778,27.97135644444445,1429.5909999999992
23.98,1.77,42.4,2.131,0.02509844444444444,27.996454888888895,1431.7219999999993
23.98,1.74,41.7,2.116,0.02451033333333334,28.020965222222227,1433.8379999999993
23.98,1.53,36.6,2.12,0.021553333333333338,28.04251855555556,1435.9579999999992
23.98,1.92,46.0,2.13,0.027216666666666663,28.069735222222228,1438.0879999999993
23.99,2.19,52.5,2.121,0.03093125,28.100666472222226,1440.2089999999994
23.98,2.13,51.0,2.117,0.029990833333333335,28.13065730555556,1442.3259999999993
23.99,2.25,53.9,2.125,0.03181597222222222,28.16247327777778,1444.4509999999993
23.99,2.25,53.9,2.119,0.03172613888888889,28.19419941666667,1446.5699999999993
24.0,2.22,53.2,2.117,0.03128455555555556,28.225483972222225,1448.6869999999992
23.99,2.13,51.0,2.132,0.030203333333333332,28.255687305555558,1450.8189999999993
24.0,1.38,33.1,2.116,0.019455444444444445,28.27514275,1452.9349999999993
23.98,2.16,51.7,2.119,0.030431194444444448,28.305573944444443,1455.0539999999992
23.99,2.16,51.8,2.13,0.03064833333333333,28.336222277777775,1457.1839999999993
23.98,1.32,31.6,2.122,0.018626444444444445,28.35484872222222,1459.3059999999994
23.98,2.25,53.9,2.134,0.03195072222222222,28.386799444444442,1461.4399999999994
23.99,1.32,31.6,2.12,0.01860888888888889,28.40540833333333,1463.5599999999993
23.91,10.86,259.6,2.132,0.1537408888888889,28.55914922222222,1465.6919999999993
23.9,10.71,255.9,2.118,0.15055449999999998,28.70970372222222,1467.8099999999993
23.9,6.42,153.4,2.121,0.09037816666666666,28.800081888888887,1469.9309999999994
24.0,1.5,36.0,2.13,0.0213,28.821381888888887,1472.0609999999995
23.99,2.25,53.9,2.117,0.031696194444444444,28.85307808333333,1474.1779999999994
23.99,2.22,53.2,2.119,0.03131411111111112,28.88439219444444,1476.2969999999993
23.99,1.41,33.8,2.127,0.019970166666666664,28.904362361111108,1478.4239999999993
23.98,2.22,53.2,2.119,0.03131411111111112,28.93567647222222,1480.5429999999992
24.0,2.13,51.1,2.117,0.03004963888888889,28.96572611111111,1482.6599999999992
24.0,1.92,46.0,2.13,0.027216666666666663,28.992942777777778,1484.7899999999993
23.99,1.38,33.1,2.118,0.019473833333333333,29.01241661111111,1486.9079999999992
23.99,1.32,31.6,2.12,0.01860888888888889,29.0310255,1489.027999999999
23.98,2.16,51.7,2.125,0.030517361111111113,29.06154286111111,1491.152999999999
23.98,1.95,46.7,2.12,0.02750111111111111,29.08904397222222,1493.272999999999
23.99,1.83,43.9,2.117,0.025815638888888888,29.11485961111111,1495.389999999999
23.98,1.83,43.8,2.131,0.025927166666666664,29.140786777777777,1497.520999999999
23.98,2.19,52.5,2.121,0.03093125,29.171718027777775,1499.6419999999991
23.98,1.86,44.6,2.12,0.026264444444444448,29.19798247222222,1501.761999999999
24.0,1.23,29.5,2.124,0.017405,29.21538747222222,1503.885999999999
24.0,1.56,37.4,2.117,0.021993277777777775,29.237380749999996,1506.002999999999
23.98,2.22,53.2,2.116,0.03126977777777778,29.268650527777773,1508.118999999999
23.98,2.19,52.5,2.13,0.031062499999999996,29.299713027777774,1510.2489999999991
24.0,1.38,33.1,2.117,0.01946463888888889,29.31917766666666,1512.365999999999
23.99,2.19,52.5,2.122,0.030945833333333332,29.350123499999995,1514.4879999999991
23.9,11.07,264.5,2.127,0.15627541666666667,29.50639891666666,1516.614999999999
23.9,11.04,263.8,2.118,0.15520233333333333,29.661601249999993,1518.732999999999
23.94,1.77,42.3,2.118,0.0248865,29.686487749999994,1520.850999999999
24.0,2.22,53.2,2.131,0.03149144444444444,29.71797919444444,1522.981999999999
24.0,1.41,33.8,2.119,0.019895055555555558,29.737874249999994,1525.100999999999
23.99,1.95,46.7,2.119,0.027488138888888895,29.76536238888888,1527.219999999999
23.99,2.25,53.9,2.125,0.03181597222222222,29.797178361111104,1529.344999999999
23.99,2.1,50.3,2.12,0.02962111111111111,29.826799472222216,1531.4649999999988
23.98,2.16,51.7,2.135,0.03066097222222222,29.85746044444444,1533.5999999999988
24.0,1.14,27.3,2.117,0.016053916666666668,29.873514361111106,1535.7169999999987
23.98,1.74,41.7,2.119,0.02454508333333334,29.89805944444444,1537.8359999999986
24.0,1.83,43.9,2.129,0.025961972222222223,29.924021416666662,1539.9649999999986
24.0,2.16,51.8,2.118,0.030475666666666665,29.95449708333333,1542.0829999999985
23.99,2.01,48.2,2.116,0.02833088888888889,29.982827972222218,1544.1989999999985
23.98,1.41,33.8,2.132,0.02001711111111111,30.00284508333333,1546.3309999999985
23.99,1.95,46.7,2.117,0.027462194444444445,30.030307277777776,1548.4479999999985
23.98,2.19,52.5,2.117,0.030872916666666667,30.061180194444443,1550.5649999999985
23.98,1.35,32.3,2.132,0.019128777777777776,30.08030897222222,1552.6969999999985
23.99,1.41,33.8,2.117,0.019876277777777777,30.10018525,1554.8139999999985
24.0,2.1,50.4,2.121,0.029693999999999998,30.12987925,1556.9349999999986
23.98,1.5,35.9,2.125,0.021190972222222222,30.15107022222222,1559.0599999999986
23.99,2.25,53.9,2.119,0.03172613888888889,30.18279636111111,1561.1789999999985
23.99,1.65,39.5,2.118,0.02323916666666667,30.206035527777775,1563.2969999999984
23.99,2.25,53.9,2.128,0.03186088888888889,30.237896416666665,1565.4249999999984
23.91,10.5,251.0,2.118,0.14767166666666665,30.385568083333332,1567.5429999999983
23.9,10.62,253.8,2.117,0.1492485,30.53481658333333,1569.6599999999983
23.91,1.56,37.2,2.129,0.021999666666666667,30.556816249999997,1571.7889999999982
24.0,1.23,29.5,2.117,0.017347638888888888,30.574163888888886,1573.9059999999981
23.99,2.13,51.0,2.119,0.03001916666666667,30.604183055555552,1576.024999999998
23.99,1.35,32.3,2.128,0.01909288888888889,30.62327594444444,1578.152999999998
23.98,2.22,53.2,2.117,0.03128455555555556,30.654560499999995,1580.269999999998
23.99,1.53,36.7,2.124,0.021653000000000006,30.676213499999996,1582.393999999998
24.0,1.98,47.5,2.126,0.02805138888888889,30.704264888888886,1584.519999999998
23.99,2.16,51.8,2.127,0.030605166666666662,30.734870055555554,1586.646999999998
23.98,1.98,47.4,2.125,0.027979166666666666,30.762849222222222,1588.771999999998
23.99,1.77,42.4,2.122,0.024992444444444442,30.787841666666665,1590.893999999998
23.98,2.25,53.9,2.117,0.031696194444444444,30.819537861111108,1593.010999999998
23.98,2.25,53.9,2.129,0.03187586111111111,30.85141372222222,1595.1399999999978
24.0,1.44,34.5,2.121,0.020326249999999997,30.87173997222222,1597.260999999998
23.99,2.04,48.9,2.131,0.02894608333333333,30.900686055555553,1599.391999999998
23.99,2.22,53.2,2.117,0.03128455555555556,30.931970611111108,1601.508999999998
23.99,1.32,31.6,2.124,0.018644,30.950614611111106,1603.632999999998
23.99,2.16,51.8,2.127,0.030605166666666662,30.981219777777774,1605.759999999998
23.99,2.04,48.9,2.123,0.028837416666666667,31.01005719444444,1607.882999999998
23.98,1.65,39.5,2.132,0.023392777777777776,31.03344997222222,1610.014999999998
23.98,2.07,49.6,2.118,0.02918133333333333,31.062631305555552,1612.132999999998
23.98,2.25,53.9,2.118,0.031711166666666665,31.09434247222222,1614.250999999998
23.99,2.25,53.9,2.129,0.03187586111111111,31.12621833333333,1616.3799999999978
23.9,10.23,244.4,2.121,0.14399233333333333,31.270210666666664,1618.500999999998
23.91,10.83,258.9,2.131,0.15325441666666664,31.42346508333333,1620.631999999998
23.99,1.83,43.9,2.121,0.025864416666666664,31.449329499999997,1622.752999999998
23.99,1.56,37.4,2.117,0.021993277777777775,31.471322777777775,1624.869999999998
23.98,2.25,53.9,2.127,0.03184591666666666,31.50316869444444,1626.996999999998
23.99,1.74,41.7,2.118,0.0245335,31.52770219444444,1629.114999999998
24.0,2.22,53.2,2.116,0.03126977777777778,31.558971972222217,1631.230999999998
23.98,1.71,41.0,2.132,0.024281111111111114,31.58325308333333,1633.362999999998
23.98,2.25,53.9,2.119,0.03172613888888889,31.614979222222217,1635.481999999998
23.99,1.77,42.4,2.12,0.02496888888888889,31.639948111111106,1637.6019999999978
23.99,1.35,32.3,2.124,0.019056999999999998,31.659005111111107,1639.7259999999978
23.98,2.13,51.0,2.121,0.0300475,31.689052611111105,1641.846999999998
23.98,2.25,53.9,2.117,0.031696194444444444,31.720748805555548,1643.963999999998
23.99,1.35,32.3,2.13,0.01911083333333333,31.73985963888888,1646.093999999998
23.99,1.56,37.4,2.117,0.021993277777777775,31.76185291666666,1648.210999999998
23.99,2.25,53.9,2.12,0.03174111111111111,31.793594027777768,1650.3309999999979
24.0,1.56,37.4,2.124,0.022066000000000002,31.815660027777767,1652.4549999999979
23.98,2.25,53.9,2.119,0.03172613888888889,31.847386166666656,1654.5739999999978
24.0,1.59,38.1,2.118,0.0224155,31.869801666666657,1656.6919999999977
23.98,1.92,46.0,2.129,0.02720388888888889,31.897005555555545,1658.8209999999976
23.98,2.25,53.9,2.118,0.031711166666666665,31.928716722222212,1660.9389999999976
23.98,2.16,51.7,2.119,0.030431194444444448,31.959147916666655,1663.0579999999975
23.99,2.25,53.9,2.124,0.031801,31.990948916666657,1665.1819999999975
24.0,1.8,43.2,2.12,0.025440000000000004,32.016388916666656,1667.3019999999974
23.9,11.1,265.2,2.122,0.15632066666666664,32.17270958333332,1669.4239999999975
23.91,10.23,244.5,2.125,0.14432291666666666,32.31703249999999,1671.5489999999975
23.99,1.44,34.5,2.12,0.020316666666666667,32.337349166666655,1673.6689999999974
23.98,1.71,41.0,2.119,0.024133055555555557,32.36148222222221,1675.7879999999973
23.98,2.25,53.9,2.125,0.03181597222222222,32.39329819444443,1677.9129999999973
23.99,2.22,53.2,2.12,0.03132888888888889,32.42462708333331,1680.0329999999972
23.99,1.44,34.5,2.12,0.020316666666666667,32.44494374999998,1682.152999999997
23.98,2.22,53.2,2.127,0.03143233333333333,32.476376083333314,1684.279999999997
24.0,1.2,28.8,2.118,0.016944,32.493320083333316,1686.397999999997
23.98,2.01,48.1,2.117,0.028285472222222226,32.52160555555554,1688.514999999997
24.0,1.53,36.7,2.126,0.02167338888888889,32.543278944444424,1690.640999999997
24.0,1.86,44.6,2.119,0.02625205555555556,32.56953099999998,1692.7599999999968
23.99,1.59,38.1,2.12,0.022436666666666667,32.59196766666664,1694.8799999999967
24.0,2.01,48.2,2.125,0.02845138888888889,32.62041905555553,1697.0049999999967
23.98,2.13,51.0,2.118,0.030005,32.65042405555553,1699.1229999999966
24.0,2.04,48.9,2.117,0.028755916666666666,32.6791799722222,1701.2399999999966
23.99,2.25,53.9,2.131,0.031905805555555555,32.711085777777754,1703.3709999999967
23.98,1.29,30.9,2.123,0.018222416666666668,32.72930819444442,1705.4939999999967
23.98,2.25,53.9,2.133,0.03193575,32.76124394444442,1707.6269999999968
23.99,1.32,31.6,2.116,0.01857377777777778,32.7798177222222,1709.7429999999968
23.98,1.47,35.2,2.118,0.020709333333333333,32.800527055555534,1711.8609999999967
23.99,2.25,53.9,2.14,0.03204055555555556,32.83256761111109,1714.0009999999968
23.99,2.19,52.5,2.136,0.03115,32.863717611111085,1716.1369999999968
23.99,2.1,50.3,2.118,0.02959316666666666,32.89331077777775,1718.2549999999967
23.99,2.16,51.8,2.116,0.030446888888888888,32.92375766666664,1720.3709999999967
23.99,1.41,33.8,2.134,0.020035888888888888,32.94379355555553,1722.5049999999967
23.91,10.92,261.0,2.12,0.1537,33.09749355555553,1724.6249999999966
23.9,11.04,263.8,2.118,0.15520233333333333,33.252695888888866,1726.7429999999965
23.9,11.04,263.8,2.123,0.15556872222222223,33.408264611111086,1728.8659999999966
23.99,1.68,40.3,2.121,0.023743416666666666,33.432008027777755,1730.9869999999967
23.98,2.25,53.9,2.118,0.031711166666666665,33.46371919444442,1733.1049999999966
23.99,1.65,39.5,2.129,0.023359861111111112,33.48707905555553,1735.2339999999965
23.99,1.47,35.2,2.119,0.020719111111111115,33.507798166666646,1737.3529999999964
23.99,2.22,53.2,2.119,0.03131411111111112,33.539112277777754,1739.4719999999963
24.0,1.38,33.1,2.123,0.019519805555555558,33.55863208333331,1741.5949999999964
23.98,1.92,46.0,2.121,0.027101666666666666,33.585733749999974,1743.7159999999965
24.0,2.04,48.9,2.119,0.028783083333333334,33.614516833333305,1745.8349999999964
24.0,1.95,46.8,2.125,0.027624999999999997,33.642141833333305,1747.9599999999964
23.99,1.47,35.2,2.121,0.02073866666666667,33.66288049999997,1750.0809999999965
23.98,1.38,33.0,2.118,0.019414999999999998,33.682295499999974,1752.1989999999964
23.99,2.25,53.9,2.129,0.03187586111111111,33.714171361111084,1754.3279999999963
23.98,2.22,53.2,2.119,0.03131411111111112,33.74548547222219,1756.4469999999963
23.98,1.98,47.4,2.118,0.027887,33.77337247222219,1758.5649999999962
23.99,1.38,33.1,2.126,0.01954738888888889,33.79291986111108,1760.6909999999962
23.99,2.25,53.9,2.122,0.03177105555555555,33.82469091666663,1762.8129999999962
24.0,1.56,37.4,2.131,0.022138722222222216,33.846829638888856,1764.9439999999963
23.98,1.83,43.8,2.122,0.025817666666666662,33.872647305555525,1767.0659999999964
23.99,1.62,38.8,2.117,0.02281655555555555,33.89546386111108,1769.1829999999964
24.0,1.35,32.4,2.128,0.019152,33.91461586111108,1771.3109999999963
24.0,2.04,48.9,2.123,0.028837416666666667,33.94345327777775,1773.4339999999963
23.9,10.74,256.6,2.132,0.15196422222222225,34.09541749999997,1775.5659999999964
23.91,10.95,261.8,2.119,0.1540983888888889,34.24951588888886,1777.6849999999963
23.98,10.2,244.5,2.12,0.14398333333333335,34.39349922222219,1779.8049999999962
23.99,2.22,53.2,2.123,0.031373222222222226,34.42487244444441,1781.9279999999962
23.99,1.5,35.9,2.121,0.021151083333333334,34.44602352777775,1784.0489999999963
23.98,2.07,49.6,2.114,0.02912622222222222,34.47514974999997,1786.1629999999964
23.98,1.77,42.4,2.131,0.02509844444444444,34.50024819444442,1788.2939999999965
23.98,1.92,46.0,2.119,0.027076111111111113,34.52732430555553,1790.4129999999964
24.0,1.74,41.7,2.121,0.02456825,34.55189255555553,1792.5339999999965
23.99,2.25,53.9,2.127,0.03184591666666666,34.5837384722222,1794.6609999999964
23.98,1.62,38.8,2.12,0.022848888888888887,34.60658736111109,1796.7809999999963
23.99,2.25,53.9,2.116,0.03168122222222222,34.638268583333314,1798.8969999999963
23.98,2.01,48.1,2.127,0.02841908333333333,34.66668766666665,1801.0239999999962
23.99,2.19,52.5,2.116,0.030858333333333335,34.69754599999998,1803.1399999999962
24.0,2.04,48.9,2.118,0.028769499999999996,34.726315499999984,1805.2579999999962
23.99,1.38,33.1,2.132,0.019602555555555557,34.74591805555554,1807.3899999999962
23.98,2.13,51.0,2.12,0.030033333333333335,34.77595138888888,1809.5099999999961
23.99,2.25,53.9,2.143,0.03208547222222222,34.8080368611111,1811.6529999999962
23.98,1.98,47.4,2.117,0.027873833333333334,34.83591069444443,1813.7699999999961
23.99,1.74,41.7,2.128,0.02464933333333334,34.860560027777765,1815.897999999996
23.99,2.25,53.9,2.118,0.031711166666666665,34.89227119444443,1818.015999999996
23.99,1.74,41.7,2.121,0.02456825,34.916839444444435,1820.136999999996
23.99,2.22,53.2,2.125,0.03140277777777778,34.94824222222221,1822.261999999996
23.99,2.25,53.9,2.116,0.03168122222222222,34.97992344444444,1824.377999999996
24.0,2.19,52.5,2.119,0.030902083333333337,35.01082552777777,1826.496999999996
23.99,2.19,52.5,2.129,0.031047916666666665,35.041873444444434,1828.6259999999959
23.95,10.32,247.1,2.118,0.14537716666666667,35.187250611111104,1830.7439999999958
23.9,10.2,243.7,2.12,0.14351222222222224,35.330762833333324,1832.8639999999957
23.9,10.92,260.9,2.127,0.15414841666666665,35.48491124999999,1834.9909999999957
23.99,1.35,32.3,2.12,0.01902111111111111,35.5039323611111,1837.1109999999956
23.98,2.19,52.5,2.117,0.030872916666666667,35.534805277777764,1839.2279999999955
23.99,2.25,53.9,2.127,0.03184591666666666,35.56665119444443,1841.3549999999955
23.98,1.32,31.6,2.12,0.01860888888888889,35.585260083333324,1843.4749999999954
23.99,2.25,53.9,2.121,0.03175608333333333,35.61701616666666,1845.5959999999955
24.0,1.8,43.2,2.127,0.025523999999999998,35.642540166666656,1847.7229999999954
23.98,2.22,53.2,2.118,0.03129933333333333,35.67383949999999,1849.8409999999953
23.98,1.8,43.1,2.122,0.025405055555555556,35.699244555555545,1851.9629999999954
23.99,2.25,53.9,2.124,0.031801,35.731045555555546,1854.0869999999954
23.99,1.8,43.1,2.119,0.025369138888888892,35.75641469444444,1856.2059999999954
23.98,2.22,53.2,2.116,0.03126977777777778,35.78768447222222,1858.3219999999953
23.98,1.8,43.1,2.129,0.02548886111111111,35.81317333333333,1860.4509999999952
23.99,1.5,35.9,2.12,0.02114111111111111,35.834314444444445,1862.5709999999951
24.0,1.77,42.4,2.118,0.02494533333333333,35.85925977777778,1864.688999999995
23.99,1.8,43.1,2.126,0.025452944444444445,35.884712722222226,1866.814999999995
23.98,1.74,41.7,2.118,0.0245335,35.90924622222222,1868.932999999995
23.98,1.77,42.4,2.119,0.024957111111111114,35.934203333333336,1871.051999999995
23.99,2.19,52.5,2.125,0.030989583333333334,35.965192916666666,1873.176999999995
23.99,2.25,53.9,2.118,0.031711166666666665,35.996904083333334,1875.2949999999948
24.0,2.16,51.8,2.12,0.030504444444444445,36.02740852777778,1877.4149999999947
24.0,1.38,33.1,2.128,0.01956577777777778,36.04697430555556,1879.5429999999947
23.94,10.74,257.1,2.117,0.15118908333333334,36.198163388888894,1881.6599999999946
23.9,10.59,253.1,2.119,0.14897747222222224,36.347140861111114,1883.7789999999945
23.9,11.01,263.1,2.127,0.15544825,36.502589111111114,1885.9059999999945
23.99,2.16,51.8,2.12,0.030504444444444445,36.53309355555556,1888.0259999999944
24.0,2.04,48.9,2.121,0.02881025,36.56190380555556,1890.1469999999945
23.99,2.19,52.5,2.125,0.030989583333333334,36.59289338888889,1892.2719999999945
24.0,1.26,30.2,2.118,0.017767666666666664,36.61066105555555,1894.3899999999944
23.99,2.1,50.3,2.119,0.02960713888888889,36.640268194444445,1896.5089999999943
23.98,2.25,53.9,2.128,0.03186088888888889,36.67212908333333,1898.6369999999943
24.0,2.22,53.2,2.12,0.03132888888888889,36.70345797222222,1900.7569999999942
23.98,1.65,39.5,2.121,0.023272083333333332,36.72673005555555,1902.8779999999942
23.98,2.22,53.2,2.125,0.03140277777777778,36.75813283333333,1905.0029999999942
24.0,1.68,40.3,2.122,0.023754611111111105,36.781887444444436,1907.1249999999943
23.98,1.95,46.7,2.114,0.027423277777777776,36.809310722222214,1909.2389999999943
24.0,1.86,44.6,2.126,0.026338777777777777,36.835649499999995,1911.3649999999943
23.99,1.5,35.9,2.12,0.02114111111111111,36.85679061111111,1913.4849999999942
23.98,2.25,53.9,2.119,0.03172613888888889,36.88851675,1915.6039999999941
23.99,2.25,53.9,2.126,0.03183094444444444,36.920347694444445,1917.729999999994
24.0,1.86,44.6,2.118,0.026239666666666668,36.94658736111111,1919.847999999994
23.99,1.26,30.2,2.137,0.017927055555555557,36.96451441666667,1921.984999999994
24.0,1.71,41.0,2.12,0.024144444444444444,36.98865886111111,1924.1049999999939
23.98,2.1,50.3,2.119,0.02960713888888889,37.018266000000004,1926.2239999999938
23.98,1.41,33.8,2.126,0.019960777777777775,37.03822677777778,1928.3499999999938
23.99,2.25,53.9,2.12,0.03174111111111111,37.06996788888889,1930.4699999999937
23.91,10.26,245.3,2.118,0.14431816666666666,37.214286055555554,1932.5879999999936
23.9,11.07,264.5,2.128,0.1563488888888889,37.37063494444444,1934.7159999999935
23.9,11.04,263.8,2.119,0.15527561111111113,37.52591055555555,1936.8349999999934
23.98,2.22,53.2,2.118,0.03129933333333333,37.557209888888885,1938.9529999999934
23.98,1.77,42.4,2.125,0.025027777777777777,37.582237666666664,1941.0779999999934
23.98,2.22,53.2,2.116,0.03126977777777778,37.613507444444444,1943.1939999999934
23.99,1.71,41.0,2.121,0.02415583333333333,37.637663277777776,1945.3149999999935
23.98,1.89,45.3,2.127,0.026764749999999997,37.664428027777774,1947.4419999999934
23.99,1.17,28.0,2.117,0.016465555555555556,37.68089358333333,1949.5589999999934
23.98,1.8,43.1,2.119,0.025369138888888892,37.70626272222222,1951.6779999999933
23.98,2.22,53.2,2.13,0.03147666666666667,37.73773938888889,1953.8079999999934
24.0,1.44,34.5,2.115,0.020268750000000002,37.75800813888889,1955.9229999999934
23.98,2.01,48.1,2.121,0.028338916666666665,37.78634705555556,1958.0439999999935
23.98,1.83,43.8,2.127,0.025878499999999995,37.81222555555556,1960.1709999999935
23.98,1.62,38.8,2.12,0.022848888888888887,37.835074444444444,1962.2909999999933
23.98,1.35,32.3,2.12,0.01902111111111111,37.85409555555555,1964.4109999999932
24.0,2.22,53.2,2.126,0.03141755555555555,37.88551311111111,1966.5369999999932
24.0,1.2,28.8,2.117,0.016936,37.90244911111111,1968.6539999999932
23.98,2.1,50.3,2.12,0.02962111111111111,37.93207022222222,1970.773999999993
23.99,2.16,51.8,2.126,0.030590777777777776,37.962661,1972.899999999993
23.98,2.01,48.1,2.121,0.028338916666666665,37.99099991666667,1975.0209999999931
24.0,1.35,32.4,2.118,0.019062,38.010061916666665,1977.138999999993
23.99,1.86,44.6,2.13,0.026388333333333333,38.03645025,1979.2689999999932
23.99,2.19,52.5,2.12,0.03091666666666667,38.06736691666667,1981.388999999993
23.99,1.41,33.8,2.133,0.0200265,38.08739341666667,1983.521999999993
23.98,2.16,51.7,2.12,0.03044555555555556,38.11783897222222,1985.641999999993
23.98,2.01,48.1,2.117,0.028285472222222226,38.146124444444446,1987.758999999993
23.9,11.04,263.8,2.126,0.15578855555555554,38.301913,1989.884999999993
23.9,10.47,250.2,2.123,0.14754850000000003,38.4494615,1992.007999999993
23.98,2.25,53.9,2.133,0.03193575,38.48139725,1994.140999999993
23.99,1.29,30.9,2.119,0.018188083333333334,38.499585333333336,1996.259999999993
23.98,2.19,52.5,2.118,0.0308875,38.530472833333334,1998.3779999999929
23.99,1.41,33.8,2.129,0.019988944444444445,38.55046177777778,2000.5069999999928
23.98,2.19,52.5,2.121,0.03093125,38.58139302777778,2002.6279999999929
23.98,1.38,33.0,2.131,0.019534166666666665,38.600927194444445,2004.758999999993
24.0,2.19,52.5,2.12,0.03091666666666667,38.631843861111115,2006.8789999999929
23.98,1.44,34.5,2.117,0.02028791666666667,38.65213177777778,2008.9959999999928
23.98,1.98,47.4,2.129,0.028031833333333332,38.68016361111111,2011.1249999999927
24.0,1.47,35.2,2.121,0.02073866666666667,38.70090227777778,2013.2459999999928
23.98,2.07,49.6,2.117,0.029167555555555558,38.73006983333333,2015.3629999999928
23.99,1.41,33.8,2.125,0.019951388888888887,38.75002122222222,2017.4879999999928
23.98,1.29,30.9,2.116,0.018162333333333332,38.76818355555556,2019.6039999999928
24.0,2.19,52.5,2.117,0.030872916666666667,38.799056472222226,2021.7209999999927
23.99,1.35,32.3,2.131,0.01911980555555555,38.81817627777778,2023.8519999999928
23.98,2.16,51.7,2.121,0.03045991666666667,38.848636194444445,2025.972999999993
23.99,2.25,53.9,2.117,0.031696194444444444,38.88033238888889,2028.0899999999929
23.99,2.13,51.0,2.127,0.030132499999999996,38.91046488888889,2030.2169999999928
23.99,1.95,46.7,2.12,0.02750111111111111,38.937966,2032.3369999999927
23.98,1.47,35.2,2.118,0.020709333333333333,38.95867533333334,2034.4549999999927
23.98,2.22,53.2,2.127,0.03143233333333333,38.990107666666674,2036.5819999999926
23.99,1.38,33.1,2.121,0.019501416666666667,39.00960908333334,2038.7029999999927
23.98,2.25,53.9,2.131,0.031905805555555555,39.04151488888889,2040.8339999999928
23.99,2.25,53.9,2.118,0.031711166666666665,39.07322605555556,2042.9519999999927
23.91,11.07,264.6,2.117,0.15559950000000003,39.22882555555556,2045.0689999999927
23.91,10.23,244.5,2.142,0.14547749999999998,39.37430305555556,2047.2109999999927
23.95,1.29,30.8,2.119,0.018129222222222224,39.39243227777778,2049.3299999999927
23.98,2.22,53.2,2.125,0.03140277777777778,39.42383505555556,2051.4549999999927
23.99,2.25,53.9,2.119,0.03172613888888889,39.45556119444445,2053.573999999993
23.99,1.59,38.1,2.122,0.022457833333333337,39.47801902777778,2055.6959999999926
23.98,2.25,53.9,2.126,0.03183094444444444,39.50984997222223,2057.821999999993
23.99,1.68,40.3,2.118,0.02370983333333333,39.53355980555556,2059.939999999993
23.98,1.89,45.3,2.119,0.026664083333333335,39.56022388888889,2062.058999999993
23.98,1.68,40.2,2.126,0.023740333333333332,39.58396422222223,2064.184999999993
24.0,1.53,36.7,2.12,0.021612222222222227,39.60557644444445,2066.304999999993
23.98,1.29,30.9,2.116,0.018162333333333332,39.62373877777779,2068.420999999993
23.99,1.35,32.3,2.129,0.01910186111111111,39.6428406388889,2070.549999999993
23.99,2.25,53.9,2.12,0.03174111111111111,39.67458175000001,2072.669999999993
23.99,1.2,28.7,2.131,0.016988805555555552,39.691570555555565,2074.8009999999927
23.98,1.65,39.5,2.121,0.023272083333333332,39.714842638888896,2076.9219999999927
23.99,1.83,43.9,2.134,0.026022944444444442,39.74086558333334,2079.0559999999928
23.99,1.44,34.5,2.121,0.020326249999999997,39.761191833333335,2081.176999999993
24.0,1.59,38.1,2.119,0.022426083333333336,39.78361791666667,2083.295999999993
23.98,2.22,53.2,2.127,0.03143233333333333,39.815050250000006,2085.422999999993
24.0,2.13,51.1,2.121,0.030106416666666667,39.845156666666675,2087.543999999993
23.98,2.07,49.6,2.134,0.02940177777777778,39.87455844444445,2089.677999999993
23.98,2.13,51.0,2.123,0.030075833333333336,39.90463427777779,2091.800999999993
23.99,1.35,32.3,2.13,0.01911083333333333,39.923745111111124,2093.930999999993
23.98,1.44,34.5,2.121,0.020326249999999997,39.94407136111112,2096.0519999999933
23.99,2.25,53.9,2.134,0.03195072222222222,39.97602208333334,2098.1859999999933
23.9,10.62,253.8,2.117,0.1492485,40.12527058333334,2100.3029999999935
23.91,10.05,240.2,2.122,0.14158455555555555,40.26685513888889,2102.4249999999934
23.9,10.86,259.5,2.126,0.15324916666666666,40.42010430555556,2104.5509999999936
23.98,1.62,38.8,2.119,0.02283811111111111,40.442942416666675,2106.6699999999937
23.98,1.92,46.0,2.118,0.02706333333333333,40.470005750000006,2108.7879999999936
23.98,2.07,49.6,2.131,0.029360444444444442,40.49936619444445,2110.9189999999935
23.98,2.25,53.9,2.118,0.031711166666666665,40.531077361111116,2113.0369999999934
24.0,1.56,37.4,2.117,0.021993277777777775,40.55307063888889,2115.1539999999936
23.98,2.1,50.3,2.13,0.029760833333333327,40.582831472222225,2117.2839999999937
23.98,1.41,33.8,2.121,0.019913833333333332,40.60274530555556,2119.404999999994
23.98,2.1,50.3,2.115,0.02955125,40.632296555555556,2121.5199999999936
