Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s,power_smooth
24.02,1.83,43.9,2.129,0.025961972222222223,4.1776470833333335,150.78,75.97726986251533
24.02,1.38,33.1,2.121,0.019501416666666667,4.1971485,152.901,75.4427538172043
24.0,2.25,54.0,2.116,0.031740000000000004,4.2288885,155.01700000000002,74.91811038422827
24.02,2.13,51.1,2.131,0.03024836111111111,4.259136861111111,157.14800000000002,74.40333956358722
23.99,1.89,45.3,2.119,0.026664083333333335,4.2858009444444445,159.26700000000002,73.89844135528116
23.99,2.16,51.8,2.123,0.030547611111111112,4.316348555555556,161.39000000000001,73.40341575931008
24.0,2.19,52.5,2.13,0.031062499999999996,4.347411055555556,163.52,72.91826277567401
23.99,2.28,54.6,2.116,0.032092666666666665,4.379503722222222,165.63600000000002,72.44298240437291
24.01,2.16,51.8,2.121,0.03051883333333333,4.410022555555556,167.75700000000003,71.9775746454068
23.8,1.56,37.1,2.131,0.021961138888888888,4.431983694444445,169.88800000000003,71.5220394987757
23.73,10.44,247.7,2.119,0.14579897222222224,4.577782666666667,172.00700000000003,71.07637696447956
23.67,10.71,253.5,2.119,0.14921291666666667,4.726995583333333,174.12600000000003,70.64058704251842
23.99,2.22,53.2,2.131,0.03149144444444444,4.758487027777778,176.25700000000003,70.21466973289228
23.98,2.16,51.7,2.123,0.030488638888888895,4.7889756666666665,178.38000000000002,69.7986250356011
23.98,2.16,51.7,2.119,0.030431194444444448,4.819406861111111,180.49900000000002,69.39245295064494
23.99,1.53,36.7,2.126,0.02167338888888889,4.84108025,182.62500000000003,68.99615347802376
23.99,1.35,32.3,2.123,0.01904802777777778,4.860128277777778,184.74800000000002,68.60972661773755
23.99,2.22,53.2,2.116,0.03126977777777778,4.891398055555556,186.86400000000003,68.23317236978635
24.01,1.38,33.1,2.133,0.01961175,4.911009805555556,188.99700000000004,67.86649073417011
23.99,1.8,43.1,2.119,0.025369138888888892,4.936378944444446,191.11600000000004,67.5096817108889
24.01,1.86,44.6,2.118,0.026239666666666668,4.962618611111113,193.23400000000004,67.16274529994264
24.0,2.1,50.4,2.132,0.029848,4.992466611111113,195.36600000000004,66.82568150133139
24.0,1.8,43.2,2.117,0.025404000000000003,5.017870611111113,197.48300000000003,66.49849031505514
24.01,2.13,51.1,2.121,0.030106416666666667,5.04797702777778,199.60400000000004,66.18117174111384
23.76,10.23,243.0,2.133,0.14397749999999998,5.19195452777778,201.73700000000005,65.87372577950755
23.72,10.17,241.2,2.12,0.14204,5.333994527777779,203.85700000000006,65.57615243023625
24.0,1.8,43.2,2.119,0.025428000000000006,5.359422527777779,205.97600000000006,65.28845169329993
24.0,1.89,45.3,2.131,0.02681508333333333,5.386237611111112,208.10700000000006,65.01062356869862
24.0,2.16,51.8,2.118,0.030475666666666665,5.416713277777779,210.22500000000005,64.74266805643227
24.0,1.44,34.5,2.118,0.0202975,5.437010777777779,212.34300000000005,64.48458515655696
23.99,1.92,46.0,2.131,0.027229444444444445,5.464240222222223,214.47400000000005,63.76347205483719
23.98,1.98,47.4,2.116,0.027860666666666666,5.492100888888889,216.59000000000006,62.9816192203383
24.0,1.77,42.4,2.115,0.02491,5.51701088888889,218.70500000000007,63.91695252978022
23.98,2.01,48.1,2.118,0.028298833333333332,5.545309722222223,220.82300000000006,64.90754629708832
23.98,2.22,53.2,2.132,0.03150622222222223,5.576815944444445,222.95500000000007,64.32115902656862
23.99,1.38,33.1,2.116,0.019455444444444445,5.59627138888889,225.07100000000008,63.84496547148301
23.97,1.41,33.7,2.119,0.019836194444444448,5.616107583333334,227.19000000000008,64.9861778195267
23.98,2.22,53.2,2.133,0.031521,5.647628583333334,229.3230000000001,66.16590130276259
23.99,1.59,38.1,2.117,0.022404916666666667,5.670033500000001,231.44000000000008,67.51678379403785
23.99,1.86,44.6,2.123,0.026301611111111116,5.696335111111112,233.56300000000007,68.77845277418712
23.98,1.29,30.9,2.127,0.018256749999999995,5.714591861111112,235.69000000000008,70.08931736846321
23.65,10.77,254.7,2.117,0.14977775,5.864369611111112,237.80700000000007,71.57574531734056
23.64,10.56,249.6,2.128,0.14754133333333336,6.011910944444446,239.93500000000006,73.02065570118515
23.98,1.56,37.4,2.125,0.02207638888888889,6.033987333333335,242.06000000000006,74.63838658780847
23.94,2.22,53.1,2.122,0.0312995,6.065286833333335,244.18200000000007,74.72168137953796
23.95,1.77,42.3,2.119,0.02489825,6.090185083333335,246.30100000000007,74.68108061082413
23.95,2.01,48.1,2.129,0.028445805555555554,6.11863088888889,248.43000000000006,74.58932789828702
23.98,1.8,43.1,2.12,0.025381111111111115,6.144012000000001,250.55000000000007,74.5581751490249
23.96,1.59,38.0,2.12,0.022377777777777778,6.166389777777779,252.67000000000007,74.5576551976025
23.98,2.16,51.7,2.129,0.03057480555555556,6.196964583333334,254.79900000000006,74.48512771939082
23.99,1.95,46.7,2.12,0.02750111111111111,6.224465694444445,256.91900000000004,74.4317982088131
23.99,2.1,50.3,2.121,0.02963508333333333,6.254100777777778,259.04,72.8349697536176
23.95,1.68,40.2,2.128,0.023762666666666668,6.277863444444445,261.168,71.23079011710561
23.95,2.1,50.2,2.122,0.029590111111111112,6.307453555555556,263.29,71.12969664149276
23.98,1.77,42.4,2.119,0.024957111111111114,6.332410666666667,265.40900000000005,71.01943627414602
23.55,10.44,245.8,2.129,0.14536338888888892,6.477774055555556,267.53800000000007,70.98773612203625
23.51,10.77,253.2,2.123,0.14931766666666668,6.6270917222222225,269.66100000000006,72.38859720267783
23.95,2.19,52.4,2.119,0.030843222222222223,6.6579349444444444,271.7800000000001,73.95182034729721
23.95,1.53,36.6,2.13,0.021655,6.679589944444444,273.9100000000001,74.04709500748889
23.94,2.22,53.1,2.117,0.03122575,6.710815694444444,276.0270000000001,73.97550494187513
23.94,2.22,53.1,2.119,0.031255250000000005,6.742070944444444,278.14600000000013,73.9482718718858
23.94,2.16,51.7,2.13,0.030589166666666664,6.772660111111111,280.2760000000001,73.8316322071256
23.95,1.47,35.2,2.116,0.02068977777777778,6.793349888888889,282.3920000000001,73.83253496368465
23.96,1.59,38.0,2.122,0.02239888888888889,6.815748777777777,284.5140000000001,73.69293157212194
23.98,2.16,51.7,2.118,0.030416833333333334,6.846165611111111,286.6320000000001,73.53365293498346
23.95,1.26,30.1,2.126,0.017775722222222224,6.863941333333333,288.7580000000001,71.86976611613665
23.98,2.19,52.5,2.119,0.030902083333333337,6.894843416666666,290.8770000000001,70.34144186123093
23.95,1.29,30.8,2.121,0.018146333333333334,6.9129897499999995,292.9980000000001,70.34211270312512
23.94,2.22,53.1,2.133,0.031461750000000004,6.9444514999999996,295.1310000000001,70.229217700947
23.98,1.38,33.0,2.117,0.019405833333333334,6.9638573333333325,297.2480000000001,70.11714805191504
23.94,1.47,35.1,2.121,0.02067975,6.984537083333333,299.3690000000001,71.60109329094142
23.95,1.41,33.7,2.129,0.019929805555555558,7.004466888888889,301.4980000000001,73.04916007142991
23.56,10.05,236.7,2.121,0.13945575,7.143922638888888,303.6190000000001,73.02454663589695
23.55,10.14,238.7,2.119,0.14050147222222223,7.284424111111111,305.7380000000001,73.02172298156175
23.95,2.19,52.4,2.131,0.031017888888888887,7.315442,307.8690000000001,73.07614437904255
23.95,1.89,45.2,2.12,0.026617777777777782,7.342059777777778,309.9890000000001,73.00956022675395
24.0,2.22,53.2,2.122,0.031358444444444446,7.373418222222223,312.1110000000001,72.74298350075922
24.0,2.22,53.2,2.124,0.031388,7.404806222222223,314.2350000000001,72.45071822614682
23.99,2.13,51.0,2.12,0.030033333333333335,7.4348395555555555,316.35500000000013,72.2782867355564
24.0,2.19,52.5,2.12,0.03091666666666667,7.465756222222222,318.47500000000014,72.02349509482924
24.02,1.83,43.9,2.142,0.0261205,7.491876722222222,320.61700000000013,71.78680129571066
24.0,1.44,34.5,2.118,0.0202975,7.512174222222222,322.7350000000001,71.53077068312244
