Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s
24.03,0.66,15.8,2.126,0.009330777777777778,1.85949497222222,431.1160000000001
24.03,0.66,15.8,2.12,0.009304444444444445,1.8687994166666644,433.2360000000001
24.03,0.69,16.5,2.12,0.009716666666666669,1.878516083333331,435.3560000000001
24.03,0.66,15.8,2.128,0.009339555555555558,1.8878556388888865,437.4840000000001
24.03,0.66,15.8,2.119,0.009300055555555556,1.897155694444442,439.6030000000001
24.03,0.66,15.8,2.12,0.009304444444444445,1.9064601388888864,441.7230000000001
24.03,0.66,15.8,2.128,0.009339555555555558,1.915799694444442,443.8510000000001
24.03,0.66,15.8,2.13,0.009348333333333332,1.9251480277777753,445.9810000000001
24.03,0.66,15.8,2.129,0.009343944444444446,1.9344919722222198,448.1100000000001
24.02,0.69,16.5,2.119,0.009712083333333335,1.944204055555553,450.22900000000016
24.03,0.69,16.5,2.122,0.009725833333333333,1.9539298888888865,452.35100000000017
24.02,0.66,15.8,2.126,0.009330777777777778,1.9632606666666643,454.47700000000015
24.03,0.69,16.5,2.121,0.009721249999999999,1.9729819166666642,456.5980000000001
24.03,0.66,15.8,2.119,0.009300055555555556,1.9822819722222198,458.71700000000016
24.03,0.66,15.8,2.128,0.009339555555555558,1.9916215277777753,460.84500000000014
24.03,0.69,16.5,2.119,0.009712083333333335,2.0013336111111086,462.96400000000017
24.03,0.69,16.5,2.121,0.009721249999999999,2.0110548611111088,465.08500000000015
24.03,0.66,15.8,2.127,0.009335166666666667,2.0203900277777755,467.21200000000016
24.03,0.69,16.5,2.124,0.009735,2.0301250277777756,469.3360000000002
24.03,0.66,15.8,2.134,0.009365888888888889,2.0394909166666646,471.4700000000002
24.03,0.69,16.5,2.123,0.009730416666666668,2.0492213333333313,473.5930000000002
24.03,0.69,16.5,2.133,0.00977625,2.058997583333331,475.72600000000017
24.03,0.69,16.5,2.119,0.009712083333333335,2.0687096666666647,477.8450000000002
24.03,0.69,16.5,2.12,0.009716666666666669,2.0784263333333315,479.9650000000002
24.03,0.69,16.5,2.128,0.009753333333333334,2.0881796666666648,482.0930000000002
24.03,0.66,15.8,2.119,0.009300055555555556,2.09747972222222,484.2120000000002
24.03,0.69,16.5,2.12,0.009716666666666669,2.107196388888887,486.3320000000002
24.03,0.66,15.8,2.128,0.009339555555555558,2.1165359444444425,488.4600000000002
24.03,0.66,15.8,2.12,0.009304444444444445,2.125840388888887,490.5800000000002
24.03,0.69,16.5,2.12,0.009716666666666669,2.135557055555554,492.7000000000002
24.03,0.69,16.5,2.131,0.009767083333333332,2.145324138888887,494.8310000000002
24.03,0.69,16.5,2.13,0.009762499999999999,2.155086638888887,496.9610000000002
24.03,0.66,15.8,2.128,0.009339555555555558,2.1644261944444425,499.08900000000017
24.03,0.66,15.8,2.12,0.009304444444444445,2.173730638888887,501.2090000000002
24.03,0.69,16.5,2.12,0.009716666666666669,2.183447305555554,503.3290000000002
24.03,0.69,16.5,2.127,0.009748749999999999,2.193196055555554,505.4560000000002
