Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s
24.02,2.13,51.1,2.134,0.030290944444444443,20.47278558333332,1561.1639999999989
24.02,1.53,36.7,2.116,0.021571444444444445,20.494357027777763,1563.2799999999988
24.0,2.25,54.0,2.124,0.031860000000000006,20.526217027777765,1565.4039999999989
24.0,2.25,54.0,2.128,0.031920000000000004,20.558137027777764,1567.5319999999988
24.01,2.22,53.3,2.119,0.031372972222222226,20.589509999999986,1569.6509999999987
24.01,1.86,44.6,2.123,0.026301611111111116,20.6158116111111,1571.7739999999988
24.0,2.22,53.2,2.128,0.03144711111111111,20.647258722222208,1573.9019999999987
24.01,1.89,45.3,2.125,0.02673958333333333,20.673998305555543,1576.0269999999987
24.0,2.22,53.2,2.118,0.03129933333333333,20.705297638888876,1578.1449999999986
24.0,1.8,43.2,2.13,0.025560000000000003,20.730857638888875,1580.2749999999987
24.0,2.04,48.9,2.122,0.02882383333333333,20.75968147222221,1582.3969999999988
24.0,1.71,41.0,2.132,0.024281111111111114,20.78396258333332,1584.5289999999989
24.0,1.86,44.6,2.119,0.02625205555555556,20.810214638888876,1586.6479999999988
24.0,1.98,47.5,2.122,0.027998611111111106,20.83821324999999,1588.7699999999988
24.01,2.22,53.3,2.131,0.031550638888888885,20.869763888888876,1590.900999999999
24.02,2.01,48.2,2.122,0.028411222222222223,20.898175111111097,1593.022999999999
24.01,2.19,52.5,2.118,0.0308875,20.929062611111096,1595.140999999999
24.01,2.25,54.0,2.133,0.031995,20.961057611111094,1597.273999999999
24.01,2.22,53.3,2.123,0.03143219444444444,20.99248980555554,1599.396999999999
24.01,2.25,54.0,2.115,0.031725,21.02421480555554,1601.511999999999
24.02,1.59,38.1,2.128,0.022521333333333334,21.046736138888875,1603.639999999999
24.02,1.71,41.0,2.122,0.024167222222222222,21.070903361111096,1605.761999999999
24.01,1.5,36.0,2.12,0.021200000000000004,21.092103361111096,1607.881999999999
24.0,1.74,41.7,2.133,0.02470725,21.116810611111095,1610.014999999999
24.02,1.92,46.1,2.121,0.027160583333333335,21.14397119444443,1612.135999999999
24.02,1.86,44.6,2.12,0.026264444444444448,21.170235638888872,1614.255999999999
24.0,2.25,54.0,2.127,0.031904999999999996,21.20214063888887,1616.382999999999
24.0,2.1,50.4,2.121,0.029693999999999998,21.23183463888887,1618.503999999999
24.0,1.59,38.1,2.121,0.022447250000000002,21.25428188888887,1620.624999999999
24.02,2.22,53.3,2.13,0.031535833333333325,21.285817722222202,1622.7549999999992
24.02,1.98,47.5,2.117,0.02793263888888889,21.31375036111109,1624.8719999999992
24.02,2.16,51.8,2.12,0.030504444444444445,21.344254805555536,1626.991999999999
24.02,2.22,53.3,2.133,0.03158025,21.375835055555537,1629.124999999999
24.0,1.56,37.4,2.117,0.021993277777777775,21.397828333333315,1631.241999999999
24.01,1.59,38.1,2.123,0.022468416666666668,21.42029674999998,1633.364999999999
24.02,2.16,51.8,2.127,0.030605166666666662,21.45090191666665,1635.491999999999
24.0,2.1,50.4,2.119,0.029666,21.480567916666647,1637.610999999999
24.01,1.86,44.6,2.12,0.026264444444444448,21.50683236111109,1639.7309999999989
24.0,1.95,46.8,2.134,0.027741999999999996,21.53457436111109,1641.8649999999989
24.0,1.83,43.9,2.116,0.02580344444444444,21.560377805555536,1643.9809999999989
24.01,2.22,53.3,2.125,0.031461805555555555,21.59183961111109,1646.1059999999989
24.01,1.71,41.0,2.129,0.024246944444444446,21.616086555555537,1648.2349999999988
24.01,2.25,54.0,2.12,0.0318,21.647886555555537,1650.3549999999987
24.02,1.92,46.1,2.117,0.027109361111111112,21.67499591666665,1652.4719999999986
24.0,2.13,51.1,2.13,0.030234166666666666,21.705230083333316,1654.6019999999987
24.02,2.16,51.8,2.126,0.030590777777777776,21.735820861111094,1656.7279999999987
24.0,2.25,54.0,2.118,0.03177,21.767590861111096,1658.8459999999986
24.02,2.1,50.4,2.127,0.029777999999999995,21.797368861111096,1660.9729999999986
24.0,1.89,45.3,2.122,0.026701833333333327,21.82407069444443,1663.0949999999987
24.0,2.19,52.5,2.119,0.030902083333333337,21.854972777777764,1665.2139999999986
24.01,1.77,42.4,2.13,0.025086666666666667,21.88005944444443,1667.3439999999987
24.01,1.56,37.4,2.118,0.022003666666666664,21.902063111111097,1669.4619999999986
24.0,2.01,48.2,2.122,0.028411222222222223,21.93047433333332,1671.5839999999987
24.01,1.53,36.7,2.133,0.021744750000000004,21.95221908333332,1673.7169999999987
24.0,1.68,40.3,2.124,0.023777,21.975996083333317,1675.8409999999988
24.0,1.53,36.7,2.133,0.021744750000000004,21.997740833333317,1677.9739999999988
24.0,2.22,53.2,2.119,0.03131411111111112,22.02905494444443,1680.0929999999987
24.0,2.16,51.8,2.121,0.03051883333333333,22.05957377777776,1682.2139999999988
24.0,1.71,41.0,2.129,0.024246944444444446,22.083820722222207,1684.3429999999987
24.01,1.92,46.0,2.122,0.027114444444444444,22.11093516666665,1686.4649999999988
24.0,2.25,54.0,2.12,0.0318,22.14273516666665,1688.5849999999987
24.0,1.92,46.0,2.128,0.027191111111111114,22.169926277777762,1690.7129999999986
24.0,1.5,36.0,2.119,0.02119,22.191116277777763,1692.8319999999985
24.0,1.53,36.7,2.123,0.02164280555555556,22.212759083333317,1694.9549999999986
24.01,2.1,50.4,2.13,0.029819999999999996,22.242579083333318,1697.0849999999987
24.0,2.22,53.2,2.119,0.03131411111111112,22.27389319444443,1699.2039999999986
24.0,1.53,36.7,2.122,0.021632611111111113,22.295525805555542,1701.3259999999987
24.0,2.19,52.5,2.132,0.03109166666666667,22.326617472222207,1703.4579999999987
24.01,2.16,51.8,2.12,0.030504444444444445,22.35712191666665,1705.5779999999986
24.0,2.22,53.2,2.121,0.03134366666666667,22.388465583333318,1707.6989999999987
24.0,2.25,54.0,2.128,0.031920000000000004,22.420385583333317,1709.8269999999986
24.02,2.13,51.1,2.12,0.030092222222222225,22.45047780555554,1711.9469999999985
24.01,2.25,54.0,2.121,0.031815,22.48229280555554,1714.0679999999986
24.0,1.59,38.1,2.127,0.022510749999999996,22.50480355555554,1716.1949999999986
24.0,2.13,51.1,2.119,0.030078027777777783,22.534881583333316,1718.3139999999985
24.02,1.92,46.1,2.119,0.027134972222222227,22.562016555555537,1720.4329999999984
24.0,2.25,54.0,2.134,0.03201,22.594026555555537,1722.5669999999984
24.02,1.74,41.7,2.116,0.02451033333333334,22.61853688888887,1724.6829999999984
24.01,2.25,54.0,2.12,0.0318,22.65033688888887,1726.8029999999983
24.0,1.86,44.6,2.135,0.026450277777777774,22.676787166666646,1728.9379999999983
24.0,1.83,43.9,2.118,0.02582783333333333,22.70261499999998,1731.0559999999982
24.02,1.86,44.6,2.121,0.026276833333333336,22.728891833333314,1733.1769999999983
24.0,2.1,50.4,2.129,0.029806,22.758697833333315,1735.3059999999982
24.0,1.56,37.4,2.12,0.022024444444444444,22.78072227777776,1737.425999999998
24.0,2.22,53.2,2.118,0.03129933333333333,22.812021611111092,1739.543999999998
24.0,1.53,36.7,2.134,0.021754944444444445,22.833776555555538,1741.677999999998
24.01,1.53,36.7,2.121,0.02162241666666667,22.855398972222204,1743.7989999999982
24.0,2.25,54.0,2.121,0.031815,22.887213972222206,1745.9199999999983
24.0,1.56,37.4,2.128,0.022107555555555554,22.909321527777763,1748.0479999999982
24.01,1.62,38.8,2.119,0.02283811111111111,22.932159638888873,1750.166999999998
24.0,2.16,51.8,2.118,0.030475666666666665,22.96263530555554,1752.284999999998
24.02,1.5,36.0,2.133,0.02133,22.98396530555554,1754.417999999998
24.0,2.16,51.8,2.119,0.030490055555555555,23.014455361111096,1756.536999999998
24.0,2.22,53.2,2.119,0.03131411111111112,23.045769472222208,1758.655999999998
24.01,1.68,40.3,2.134,0.023888944444444442,23.069658416666652,1760.789999999998
24.0,1.74,41.7,2.122,0.024579833333333335,23.094238249999986,1762.911999999998
24.02,1.89,45.3,2.133,0.02684025,23.121078499999985,1765.044999999998
24.01,1.65,39.6,2.12,0.023320000000000004,23.144398499999983,1767.164999999998
24.02,2.13,51.1,2.121,0.030106416666666667,23.17450491666665,1769.285999999998
24.0,1.62,38.8,2.131,0.02296744444444444,23.197472361111092,1771.416999999998
24.0,2.13,51.1,2.127,0.03019158333333333,23.227663944444426,1773.543999999998
24.01,2.13,51.1,2.129,0.03021997222222222,23.25788391666665,1775.672999999998
24.0,2.19,52.5,2.12,0.03091666666666667,23.288800583333316,1777.7929999999978
24.02,2.07,49.7,2.118,0.029240166666666668,23.318040749999984,1779.9109999999978
24.0,2.13,51.1,2.132,0.03026255555555556,23.34830330555554,1782.0429999999978
24.01,2.01,48.2,2.118,0.028357666666666666,23.376660972222208,1784.1609999999978
24.0,1.8,43.2,2.121,0.025452,23.40211297222221,1786.2819999999979
24.02,2.22,53.3,2.136,0.03162466666666667,23.433737638888875,1788.4179999999978
24.01,1.92,46.0,2.118,0.02706333333333333,23.46080097222221,1790.5359999999978
24.01,1.86,44.6,2.122,0.02628922222222222,23.48709019444443,1792.6579999999979
24.01,1.59,38.1,2.131,0.02255308333333333,23.509643277777762,1794.788999999998
24.01,2.25,54.0,2.121,0.031815,23.541458277777764,1796.909999999998
24.0,2.25,54.0,2.121,0.031815,23.573273277777766,1799.0309999999981
24.01,2.25,54.0,2.126,0.031889999999999995,23.605163277777766,1801.156999999998
24.0,1.62,38.8,2.12,0.022848888888888887,23.628012166666654,1803.276999999998
24.0,2.19,52.5,2.124,0.030975000000000003,23.658987166666655,1805.400999999998
24.0,2.25,54.0,2.124,0.031860000000000006,23.690847166666657,1807.524999999998
24.0,1.53,36.7,2.119,0.021602027777777782,23.712449194444435,1809.643999999998
24.01,2.22,53.3,2.116,0.031328555555555554,23.74377774999999,1811.759999999998
24.01,1.5,36.0,2.135,0.021349999999999997,23.76512774999999,1813.894999999998
24.0,1.95,46.8,2.119,0.027547000000000002,23.79267474999999,1816.0139999999978
24.01,1.56,37.4,2.115,0.0219725,23.81464724999999,1818.1289999999979
24.0,2.25,54.0,2.12,0.0318,23.84644724999999,1820.2489999999977
24.0,2.25,54.0,2.127,0.031904999999999996,23.87835224999999,1822.3759999999977
24.02,2.25,54.0,2.121,0.031815,23.91016724999999,1824.4969999999978
24.0,2.25,54.0,2.124,0.031860000000000006,23.94202724999999,1826.6209999999978
24.01,1.59,38.1,2.129,0.02253191666666667,23.964559166666657,1828.7499999999977
24.0,2.16,51.8,2.121,0.03051883333333333,23.99507799999999,1830.8709999999978
24.0,1.5,36.0,2.118,0.021179999999999997,24.01625799999999,1832.9889999999978
24.0,2.22,53.2,2.131,0.03149144444444444,24.047749444444435,1835.1199999999978
24.02,1.56,37.4,2.122,0.02204522222222222,24.069794666666656,1837.241999999998
24.0,2.25,54.0,2.116,0.031740000000000004,24.101534666666655,1839.357999999998
24.02,1.56,37.4,2.132,0.022149111111111112,24.123683777777767,1841.489999999998
24.0,2.16,51.8,2.12,0.030504444444444445,24.15418822222221,1843.6099999999979
24.01,2.25,54.0,2.118,0.03177,24.18595822222221,1845.7279999999978
24.01,1.56,37.4,2.132,0.022149111111111112,24.208107333333324,1847.8599999999979
24.02,2.01,48.2,2.12,0.028384444444444448,24.23649177777777,1849.9799999999977
24.0,1.65,39.6,2.118,0.023298,24.25978977777777,1852.0979999999977
24.0,1.53,36.7,2.132,0.02173455555555556,24.281524333333323,1854.2299999999977
24.01,1.59,38.1,2.12,0.022436666666666667,24.30396099999999,1856.3499999999976
24.0,2.25,54.0,2.12,0.0318,24.33576099999999,1858.4699999999975
24.02,2.1,50.4,2.13,0.029819999999999996,24.36558099999999,1860.5999999999976
24.02,1.92,46.1,2.12,0.02714777777777778,24.39272877777777,1862.7199999999975
24.0,2.25,54.0,2.135,0.032025,24.42475377777777,1864.8549999999975
24.0,2.22,53.2,2.118,0.03129933333333333,24.456053111111103,1866.9729999999975
24.01,1.62,38.8,2.121,0.022859666666666667,24.47891277777777,1869.0939999999975
24.02,2.22,53.3,2.133,0.03158025,24.51049302777777,1871.2269999999976
24.0,2.25,54.0,2.123,0.031845000000000005,24.54233802777777,1873.3499999999976
24.0,2.22,53.2,2.119,0.03131411111111112,24.573652138888882,1875.4689999999975
24.0,1.56,37.4,2.127,0.022097166666666664,24.595749305555547,1877.5959999999975
24.0,2.22,53.2,2.12,0.03132888888888889,24.627078194444437,1879.7159999999974
24.02,1.5,36.0,2.118,0.021179999999999997,24.648258194444438,1881.8339999999973
24.01,2.19,52.5,2.134,0.031120833333333334,24.67937902777777,1883.9679999999973
24.02,2.07,49.7,2.12,0.029267777777777778,24.70864680555555,1886.0879999999972
24.02,1.53,36.7,2.122,0.021632611111111113,24.73027941666666,1888.2099999999973
24.0,2.25,54.0,2.125,0.031875,24.76215441666666,1890.3349999999973
24.02,2.22,53.3,2.12,0.03138777777777778,24.793542194444438,1892.4549999999972
24.0,2.22,53.2,2.12,0.03132888888888889,24.824871083333328,1894.574999999997
24.01,1.53,36.7,2.133,0.021744750000000004,24.846615833333328,1896.7079999999971
24.02,2.1,50.4,2.12,0.029679999999999998,24.876295833333327,1898.827999999997
24.0,1.74,41.7,2.121,0.02456825,24.900864083333328,1900.948999999997
24.0,2.25,54.0,2.128,0.031920000000000004,24.932784083333328,1903.076999999997
24.0,2.25,54.0,2.125,0.031875,24.964659083333327,1905.201999999997
24.0,1.71,41.0,2.12,0.024144444444444444,24.988803527777772,1907.321999999997
24.02,2.07,49.7,2.125,0.02933680555555556,25.018140333333328,1909.446999999997
24.0,2.25,54.0,2.116,0.031740000000000004,25.049880333333327,1911.562999999997
24.01,2.25,54.0,2.122,0.03183,25.081710333333326,1913.684999999997
24.0,1.71,41.0,2.133,0.0242925,25.106002833333328,1915.817999999997
24.0,2.07,49.6,2.13,0.029346666666666667,25.135349499999993,1917.9479999999971
24.0,1.41,33.8,2.132,0.02001711111111111,25.155366611111106,1920.0799999999972
24.02,1.71,41.0,2.123,0.024178611111111113,25.179545222222217,1922.2029999999972
24.0,2.25,54.0,2.118,0.03177,25.21131522222222,1924.3209999999972
24.02,1.83,43.9,2.127,0.02593758333333333,25.237252805555553,1926.4479999999971
24.0,1.47,35.2,2.125,0.02077777777777778,25.25803058333333,1928.5729999999971
24.0,2.19,52.5,2.134,0.031120833333333334,25.289151416666662,1930.7069999999972
24.02,2.04,49.0,2.122,0.028882777777777775,25.31803419444444,1932.8289999999972
24.0,2.22,53.2,2.12,0.03132888888888889,25.34936308333333,1934.948999999997
24.0,2.28,54.7,2.13,0.032364166666666666,25.381727249999997,1937.0789999999972
24.01,1.86,44.6,2.119,0.02625205555555556,25.407979305555553,1939.1979999999971
24.0,2.25,54.0,2.136,0.03204,25.440019305555552,1941.333999999997
24.01,2.16,51.8,2.12,0.030504444444444445,25.470523749999998,1943.453999999997
24.0,1.59,38.1,2.122,0.022457833333333337,25.492981583333332,1945.575999999997
24.02,2.19,52.6,2.133,0.031165500000000002,25.524147083333332,1947.708999999997
24.01,2.25,54.0,2.121,0.031815,25.555962083333334,1949.8299999999972
24.01,1.92,46.0,2.133,0.027254999999999998,25.583217083333334,1951.9629999999972
24.0,2.25,54.0,2.121,0.031815,25.615032083333336,1954.0839999999973
24.0,2.04,48.9,2.12,0.02879666666666667,25.643828750000004,1956.2039999999972
24.02,1.95,46.8,2.141,0.027832999999999997,25.671661750000005,1958.3449999999973
24.0,2.22,53.2,2.119,0.03131411111111112,25.702975861111117,1960.4639999999972
24.02,1.59,38.1,2.131,0.02255308333333333,25.72552894444445,1962.5949999999973
24.0,2.25,54.0,2.119,0.03178500000000001,25.757313944444448,1964.7139999999972
24.0,1.53,36.7,2.12,0.021612222222222227,25.778926166666672,1966.833999999997
24.01,2.25,54.0,2.129,0.031935,25.810861166666673,1968.962999999997
24.01,1.56,37.4,2.117,0.021993277777777775,25.83285444444445,1971.079999999997
24.01,2.22,53.3,2.123,0.03143219444444444,25.864286638888895,1973.202999999997
24.0,2.19,52.5,2.127,0.031018749999999998,25.895305388888897,1975.329999999997
24.0,2.04,48.9,2.119,0.028783083333333334,25.92408847222223,1977.4489999999969
24.01,2.22,53.3,2.12,0.03138777777777778,25.955476250000007,1979.5689999999968
24.0,2.01,48.2,2.133,0.0285585,25.984034750000006,1981.7019999999968
24.01,2.25,54.0,2.119,0.03178500000000001,26.015819750000006,1983.8209999999967
24.03,1.23,29.5,2.119,0.01736402777777778,26.033183777777783,1985.9399999999966
24.0,2.22,53.2,2.132,0.03150622222222223,26.064690000000006,1988.0719999999967
24.01,2.16,51.8,2.119,0.030490055555555555,26.095180055555563,1990.1909999999966
24.02,1.98,47.5,2.121,0.02798541666666667,26.12316547222223,1992.3119999999967
24.01,2.25,54.0,2.13,0.03195,26.155115472222228,1994.4419999999968
24.01,1.98,47.5,2.123,0.02801180555555556,26.183127277777782,1996.5649999999969
24.01,1.83,43.9,2.121,0.025864416666666664,26.20899169444445,1998.685999999997
24.0,2.22,53.2,2.124,0.031388,26.24037969444445,2000.809999999997
24.0,2.22,53.2,2.119,0.03131411111111112,26.27169380555556,2002.928999999997
24.0,1.5,36.0,2.121,0.02121,26.29290380555556,2005.049999999997
24.02,1.98,47.5,2.133,0.02814375,26.321047555555563,2007.182999999997
24.0,2.25,54.0,2.12,0.0318,26.352847555555563,2009.302999999997
24.0,2.25,54.0,2.119,0.03178500000000001,26.384632555555562,2011.4219999999968
24.01,2.25,54.0,2.13,0.03195,26.41658255555556,2013.551999999997
24.02,1.71,41.0,2.12,0.024144444444444444,26.440727000000006,2015.6719999999968
24.01,2.04,48.9,2.121,0.02881025,26.469537250000005,2017.792999999997
24.01,2.22,53.3,2.129,0.03152102777777777,26.501058277777783,2019.9219999999968
24.02,1.68,40.3,2.118,0.02370983333333333,26.52476811111112,2022.0399999999968
24.01,2.25,54.0,2.121,0.031815,26.55658311111112,2024.1609999999969
24.01,2.25,54.0,2.128,0.031920000000000004,26.58850311111112,2026.2889999999968
24.0,2.22,53.2,2.118,0.03129933333333333,26.619802444444453,2028.4069999999967
24.01,1.47,35.2,2.122,0.020748444444444444,26.640550888888896,2030.5289999999968
24.0,2.25,54.0,2.132,0.03198,26.672530888888897,2032.6609999999969
24.02,1.47,35.3,2.119,0.020777972222222225,26.69330886111112,2034.7799999999968
24.0,2.19,52.5,2.118,0.0308875,26.72419636111112,2036.8979999999967
24.01,1.53,36.7,2.13,0.02171416666666667,26.745910527777784,2039.0279999999968
24.0,2.19,52.5,2.118,0.0308875,26.776798027777783,2041.1459999999968
24.0,2.25,54.0,2.123,0.031845000000000005,26.808643027777784,2043.2689999999968
24.01,2.25,54.0,2.132,0.03198,26.840623027777784,2045.4009999999969
24.01,2.25,54.0,2.123,0.031845000000000005,26.872468027777785,2047.523999999997
24.01,1.65,39.6,2.117,0.023287000000000002,26.895755027777785,2049.640999999997
24.0,2.07,49.6,2.13,0.029346666666666667,26.92510169444445,2051.770999999997
24.02,2.22,53.3,2.124,0.031446999999999996,26.95654869444445,2053.894999999997
24.02,2.07,49.7,2.134,0.029461055555555553,26.986009750000004,2056.028999999997
24.0,2.22,53.2,2.123,0.031373222222222226,27.017382972222226,2058.151999999997
24.02,2.04,49.0,2.116,0.028801111111111114,27.046184083333337,2060.267999999997
24.01,1.68,40.3,2.128,0.023821777777777775,27.070005861111113,2062.395999999997
24.0,2.04,48.9,2.119,0.028783083333333334,27.098788944444447,2064.514999999997
24.02,1.62,38.9,2.12,0.02290777777777778,27.121696722222225,2066.634999999997
24.01,1.8,43.2,2.132,0.025584000000000006,27.147280722222224,2068.766999999997
24.01,1.98,47.5,2.118,0.02794583333333333,27.175226555555557,2070.884999999997
24.0,1.86,44.6,2.122,0.02628922222222222,27.20151577777778,2073.006999999997
24.0,1.65,39.6,2.128,0.023408000000000005,27.22492377777778,2075.134999999997
24.01,1.71,41.0,2.12,0.024144444444444444,27.249068222222224,2077.254999999997
24.0,2.1,50.4,2.122,0.029708,27.278776222222223,2079.3769999999968
24.01,1.83,43.9,2.13,0.025974166666666663,27.30475038888889,2081.506999999997
24.0,2.22,53.2,2.12,0.03132888888888889,27.33607927777778,2083.6269999999968
24.02,1.44,34.5,2.119,0.020307083333333337,27.356386361111113,2085.745999999997
24.0,1.8,43.2,2.128,0.025536000000000003,27.381922361111112,2087.873999999997
24.02,1.95,46.8,2.115,0.027495,27.40941736111111,2089.988999999997
24.01,2.19,52.5,2.118,0.0308875,27.44030486111111,2092.106999999997
24.01,1.44,34.5,2.12,0.020316666666666667,27.460621527777775,2094.2269999999967
24.0,2.22,53.2,2.132,0.03150622222222223,27.492127749999998,2096.3589999999967
24.02,2.19,52.6,2.12,0.030975555555555558,27.523103305555555,2098.4789999999966
24.01,1.65,39.6,2.12,0.023320000000000004,27.546423305555553,2100.5989999999965
24.0,1.77,42.4,2.127,0.025051333333333328,27.571474638888887,2102.7259999999965
24.01,1.74,41.7,2.118,0.0245335,27.596008138888887,2104.8439999999964
24.01,2.22,53.3,2.121,0.03140258333333333,27.62741072222222,2106.9649999999965
24.01,2.25,54.0,2.132,0.03198,27.65939072222222,2109.0969999999966
24.01,1.59,38.1,2.117,0.022404916666666667,27.681795638888886,2111.2139999999968
24.0,2.22,53.2,2.118,0.03129933333333333,27.71309497222222,2113.3319999999967
24.0,1.71,41.0,2.115,0.0240875,27.73718247222222,2115.4469999999965
24.02,1.59,38.1,2.128,0.022521333333333334,27.759703805555553,2117.5749999999966
24.0,1.68,40.3,2.118,0.02370983333333333,27.783413638888888,2119.6929999999966
24.01,1.56,37.4,2.117,0.021993277777777775,27.805406916666666,2121.8099999999968
24.0,2.25,54.0,2.12,0.0318,27.837206916666666,2123.9299999999967
24.01,2.25,54.0,2.127,0.031904999999999996,27.869111916666665,2126.0569999999966
24.01,2.25,54.0,2.118,0.03177,27.900881916666666,2128.1749999999965
24.02,1.92,46.1,2.118,0.027122166666666666,27.928004083333335,2130.2929999999965
24.0,1.98,47.5,2.118,0.02794583333333333,27.95594991666667,2132.4109999999964
24.0,1.5,36.0,2.125,0.02125,27.977199916666667,2134.5359999999964
24.0,1.8,43.2,2.123,0.025476000000000002,28.002675916666668,2136.6589999999965
24.0,2.13,51.1,2.121,0.030106416666666667,28.032782333333333,2138.7799999999966
24.0,2.22,53.2,2.125,0.03140277777777778,28.06418511111111,2140.9049999999966
24.0,2.25,54.0,2.12,0.0318,28.095985111111112,2143.0249999999965
24.02,1.62,38.9,2.122,0.022929388888888885,28.118914500000002,2145.1469999999963
24.01,1.89,45.3,2.131,0.02681508333333333,28.145729583333335,2147.277999999996
24.0,1.56,37.4,2.119,0.022014055555555558,28.16774363888889,2149.3969999999963
24.0,2.25,54.0,2.12,0.0318,28.19954363888889,2151.516999999996
24.01,1.98,47.5,2.13,0.028104166666666666,28.227647805555556,2153.6469999999963
24.01,2.25,54.0,2.117,0.031755,28.259402805555556,2155.7639999999965
24.02,1.59,38.1,2.119,0.022426083333333336,28.28182888888889,2157.8829999999966
24.0,2.1,50.4,2.133,0.029862,28.31169088888889,2160.0159999999964
24.0,2.25,54.0,2.116,0.031740000000000004,28.34343088888889,2162.1319999999964
24.01,2.25,54.0,2.119,0.03178500000000001,28.37521588888889,2164.2509999999966
24.0,1.74,41.7,2.131,0.024684083333333336,28.399899972222222,2166.3819999999964
24.0,2.22,53.2,2.121,0.03134366666666667,28.43124363888889,2168.5029999999965
24.0,1.83,43.9,2.116,0.02580344444444444,28.457047083333336,2170.6189999999965
24.0,2.25,54.0,2.132,0.03198,28.489027083333337,2172.7509999999966
24.02,1.92,46.1,2.122,0.02717338888888889,28.516200472222227,2174.8729999999964
24.0,1.71,41.0,2.116,0.02409888888888889,28.540299361111117,2176.9889999999964
24.01,2.25,54.0,2.135,0.032025,28.572324361111118,2179.1239999999966
24.0,2.04,48.9,2.116,0.028742333333333335,28.60106669444445,2181.2399999999966
24.01,2.25,54.0,2.119,0.03178500000000001,28.63285169444445,2183.3589999999967
24.01,1.89,45.3,2.131,0.02681508333333333,28.659666777777783,2185.4899999999966
24.02,1.8,43.2,2.118,0.025416,28.685082777777783,2187.6079999999965
24.01,1.65,39.6,2.117,0.023287000000000002,28.708369777777783,2189.7249999999967
24.01,2.25,54.0,2.118,0.03177,28.740139777777785,2191.8429999999967
24.02,1.8,43.2,2.131,0.025571999999999998,28.765711777777785,2193.9739999999965
24.0,2.22,53.2,2.116,0.03126977777777778,28.79698155555556,2196.0899999999965
24.01,2.13,51.1,2.122,0.030120611111111112,28.827102166666673,2198.2119999999964
24.02,2.13,51.1,2.133,0.03027675,28.857378916666672,2200.344999999996
24.0,1.65,39.6,2.12,0.023320000000000004,28.88069891666667,2202.464999999996
24.0,2.19,52.5,2.134,0.031120833333333334,28.911819750000003,2204.598999999996
24.02,1.62,38.9,2.124,0.022951,28.934770750000002,2206.722999999996
24.01,1.35,32.4,2.119,0.019071,28.953841750000002,2208.841999999996
24.02,2.22,53.3,2.138,0.031654277777777774,28.98549602777778,2210.979999999996
24.01,1.5,36.0,2.118,0.021179999999999997,29.006676027777782,2213.097999999996
24.01,2.25,54.0,2.133,0.031995,29.03867102777778,2215.2309999999957
24.0,1.5,36.0,2.118,0.021179999999999997,29.059851027777782,2217.3489999999956
24.01,1.59,38.1,2.117,0.022404916666666667,29.082255944444448,2219.465999999996
24.0,2.19,52.5,2.136,0.03115,29.113405944444448,2221.6019999999958
24.0,2.22,53.2,2.119,0.03131411111111112,29.14472005555556,2223.720999999996
24.01,1.62,38.8,2.135,0.02301055555555555,29.167730611111114,2225.855999999996
24.01,1.56,37.4,2.114,0.02196211111111111,29.189692722222226,2227.969999999996
24.02,1.86,44.6,2.118,0.026239666666666668,29.21593238888889,2230.087999999996
24.0,1.98,47.5,2.119,0.027959027777777777,29.24389141666667,2232.2069999999962
24.02,1.65,39.6,2.13,0.02343,29.26732141666667,2234.3369999999964
24.01,2.25,54.0,2.122,0.03183,29.29915141666667,2236.458999999996
24.01,1.71,41.0,2.122,0.024167222222222222,29.323318638888892,2238.580999999996
24.0,1.98,47.5,2.129,0.028090972222222222,29.351409611111116,2240.709999999996
24.02,2.16,51.8,2.116,0.030446888888888888,29.381856500000005,2242.825999999996
24.01,1.5,36.0,2.119,0.02119,29.403046500000006,2244.944999999996
24.0,1.65,39.6,2.13,0.02343,29.426476500000007,2247.074999999996
24.0,1.92,46.0,2.122,0.027114444444444444,29.45359094444445,2249.196999999996
24.0,2.22,53.2,2.119,0.03131411111111112,29.48490505555556,2251.315999999996
24.0,1.89,45.3,2.129,0.026789916666666663,29.511694972222227,2253.444999999996
24.0,1.77,42.4,2.118,0.02494533333333333,29.53664030555556,2255.562999999996
24.0,1.92,46.0,2.116,0.02703777777777778,29.56367808333334,2257.678999999996
24.01,1.5,36.0,2.12,0.021200000000000004,29.58487808333334,2259.798999999996
24.0,2.16,51.8,2.129,0.030633944444444443,29.615512027777786,2261.927999999996
24.0,1.59,38.1,2.116,0.022394333333333336,29.63790636111112,2264.043999999996
24.0,2.22,53.2,2.115,0.031255000000000005,29.669161361111122,2266.1589999999956
24.02,1.59,38.1,2.115,0.02238375,29.69154511111112,2268.2739999999953
24.0,1.56,37.4,2.117,0.021993277777777775,29.7135383888889,2270.3909999999955
24.01,1.56,37.4,2.128,0.022107555555555554,29.735645944444457,2272.5189999999957
24.0,2.22,53.2,2.119,0.03131411111111112,29.76696005555557,2274.637999999996
24.0,1.53,36.7,2.118,0.02159183333333333,29.7885518888889,2276.7559999999958
24.01,1.98,47.5,2.132,0.028130555555555558,29.816682444444456,2278.887999999996
24.02,2.16,51.8,2.121,0.03051883333333333,29.84720127777779,2281.008999999996
24.0,2.22,53.2,2.135,0.031550555555555554,29.878751833333343,2283.143999999996
24.02,2.19,52.6,2.118,0.03094633333333333,29.909698166666676,2285.261999999996
