Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s
24.0,2.19,52.5,2.116,0.030858333333333335,9.525414305555564,292.9010000000002
24.0,2.07,49.6,2.118,0.02918133333333333,9.554595638888898,295.0190000000002
24.0,1.92,46.0,2.117,0.027050555555555557,9.581646194444454,297.1360000000002
24.0,2.22,53.2,2.13,0.03147666666666667,9.61312286111112,299.2660000000002
24.01,1.95,46.8,2.122,0.027585999999999996,9.64070886111112,301.3880000000002
24.0,2.22,53.2,2.12,0.03132888888888889,9.672037750000008,303.5080000000002
24.01,1.5,36.0,2.127,0.021269999999999997,9.693307750000008,305.6350000000002
24.0,2.07,49.6,2.121,0.029222666666666668,9.722530416666675,307.7560000000002
24.01,1.98,47.5,2.117,0.02793263888888889,9.750463055555564,309.8730000000002
24.01,2.19,52.5,2.132,0.03109166666666667,9.78155472222223,312.0050000000002
24.01,1.44,34.5,2.122,0.020335833333333334,9.801890555555564,314.12700000000024
24.0,2.22,53.2,2.134,0.03153577777777778,9.833426333333342,316.26100000000025
23.89,10.17,242.9,2.118,0.14290616666666664,9.976332500000009,318.37900000000025
23.88,10.53,251.4,2.121,0.1481165,10.12444900000001,320.5000000000002
23.94,1.71,40.9,2.117,0.024051472222222224,10.148500472222231,322.61700000000025
24.0,1.68,40.3,2.127,0.023810583333333326,10.172311055555564,324.74400000000026
24.0,2.22,53.2,2.121,0.03134366666666667,10.20365472222223,326.86500000000024
24.0,2.16,51.8,2.119,0.030490055555555555,10.234144777777786,328.98400000000026
24.01,2.16,51.8,2.131,0.03066272222222222,10.264807500000009,331.11500000000024
24.0,2.19,52.5,2.12,0.03091666666666667,10.295724166666675,333.23500000000024
24.0,1.56,37.4,2.116,0.02198288888888889,10.317707055555564,335.3510000000002
24.0,1.92,46.0,2.132,0.027242222222222223,10.344949277777786,337.48300000000023
24.0,1.32,31.6,2.12,0.01860888888888889,10.363558166666675,339.60300000000024
24.01,1.56,37.4,2.122,0.02204522222222222,10.385603388888896,341.72500000000025
24.0,2.22,53.2,2.13,0.03147666666666667,10.417080055555562,343.85500000000025
24.01,1.71,41.0,2.117,0.024110277777777776,10.44119033333334,345.97200000000026
23.88,6.42,153.3,2.118,0.0901915,10.53138183333334,348.09000000000026
23.87,10.32,246.3,2.118,0.1449065,10.67628833333334,350.20800000000025
23.88,10.71,255.7,2.129,0.1512181388888889,10.827506472222229,352.3370000000003
24.0,1.71,41.0,2.116,0.02409888888888889,10.851605361111117,354.45300000000026
24.0,2.25,54.0,2.117,0.031755,10.883360361111118,356.5700000000003
24.01,1.47,35.2,2.118,0.020709333333333333,10.90406969444445,358.6880000000003
24.01,1.83,43.9,2.13,0.025974166666666663,10.930043861111116,360.81800000000027
23.99,2.25,53.9,2.121,0.03175608333333333,10.961799944444449,362.93900000000025
24.0,2.22,53.2,2.135,0.031550555555555554,10.993350500000005,365.07400000000024
24.01,2.04,48.9,2.121,0.02881025,11.022160750000005,367.1950000000002
24.01,1.47,35.2,2.119,0.020719111111111115,11.042879861111116,369.31400000000025
24.0,2.16,51.8,2.13,0.03064833333333333,11.07352819444445,371.44400000000024
23.99,1.98,47.5,2.123,0.02801180555555556,11.101540000000005,373.56700000000023
24.02,2.07,49.7,2.118,0.029240166666666668,11.130780166666671,375.68500000000023
24.01,2.07,49.7,2.129,0.029392027777777777,11.16017219444445,377.81400000000025
24.0,2.01,48.2,2.123,0.028424611111111116,11.18859680555556,379.93700000000024
24.0,1.53,36.7,2.122,0.021632611111111113,11.210229416666671,382.05900000000025
23.88,10.89,260.0,2.128,0.15368888888888887,11.36391830555556,384.18700000000024
23.88,10.47,250.0,2.119,0.14715277777777777,11.511071083333338,386.30600000000027
23.89,3.72,88.8,2.117,0.05221933333333333,11.563290416666671,388.4230000000003
24.0,1.59,38.1,2.13,0.0225425,11.585832916666671,390.5530000000003
24.01,2.19,52.5,2.122,0.030945833333333332,11.616778750000005,392.6750000000003
24.01,1.71,41.0,2.119,0.024133055555555557,11.640911805555561,394.7940000000003
24.0,2.19,52.5,2.13,0.031062499999999996,11.671974305555562,396.9240000000003
24.0,1.53,36.7,2.121,0.02162241666666667,11.693596722222228,399.0450000000003
24.0,2.25,54.0,2.117,0.031755,11.725351722222229,401.1620000000003
24.01,1.77,42.4,2.132,0.02511022222222222,11.750461944444451,403.2940000000003
