Timestamp,Voltage (V),Current (A),Power (W),Delta Time (s),Cumulative Energy (Wh)
30-11-2025 14:41,24.04,0.06,1.4,0.094,3.66E-05
30-11-2025 14:41,24.04,0.09,2.1,2.129,0.001278268
30-11-2025 14:41,24.04,0.06,1.4,2.121,0.002102926
30-11-2025 14:41,24.04,0.06,1.4,2.12,0.002927404
30-11-2025 14:41,24.04,0.06,1.4,2.128,0.003754956
30-11-2025 14:41,24.04,0.06,1.4,2.121,0.004579891
30-11-2025 14:41,24.04,0.06,1.4,2.12,0.005404331
30-11-2025 14:41,24.04,0.06,1.4,2.132,0.006233453
30-11-2025 14:41,24.04,0.06,1.4,2.116,0.007056343
30-11-2025 14:41,24.03,0.06,1.4,2.12,0.007880854
30-11-2025 14:41,24.04,0.06,1.4,2.142,0.008713847
30-11-2025 14:41,24.04,0.06,1.4,2.117,0.009537144
30-11-2025 14:41,24.01,1.68,40.3,2.132,0.033404876
30-11-2025 14:41,24.01,1.65,39.6,2.121,0.056735777
30-11-2025 14:41,24.01,1.65,39.6,2.12,0.080050659
30-11-2025 14:41,24.01,1.65,39.6,2.128,0.103454477
30-11-2025 14:41,24.01,1.65,39.6,2.115,0.126724378
30-11-2025 14:41,23.87,6.33,151,2.125,0.215848072
30-11-2025 14:41,23.87,10.98,262,2.133,0.37111029
30-11-2025 14:41,23.88,10.95,261.4,2.117,0.524798797
30-11-2025 14:42,23.87,10.92,260.6,2.121,0.678336221
30-11-2025 14:42,23.88,10.89,260,2.132,0.832323897
30-11-2025 14:42,23.88,10.86,259.3,2.121,0.985095934
30-11-2025 14:42,23.88,10.83,258.6,2.134,1.138397948
30-11-2025 14:42,23.88,10.8,257.9,2.117,1.290065938
30-11-2025 14:42,23.88,10.77,257.1,2.119,1.441396438
30-11-2025 14:42,23.88,10.74,256.4,2.119,1.592315204
30-11-2025 14:42,23.88,10.71,255.7,2.126,1.743326943
30-11-2025 14:42,23.88,10.71,255.7,2.118,1.893766657
30-11-2025 14:42,23.88,10.68,255,2.117,2.043733987
30-11-2025 14:42,23.88,10.65,254.3,2.119,2.193418699
30-11-2025 14:42,23.88,10.62,253.6,2.13,2.34346707
30-11-2025 14:42,23.88,10.59,252.8,2.125,2.492691335
30-11-2025 14:42,23.88,10.59,252.8,2.115,2.641215488
30-11-2025 14:42,23.88,10.56,252.1,2.129,2.79031267
30-11-2025 14:42,23.89,10.53,251.5,2.119,2.938350128
30-11-2025 14:42,23.88,10.5,250.7,2.122,3.086132399
30-11-2025 14:42,23.89,10.5,250.8,2.14,3.235217163
30-11-2025 14:42,23.89,10.47,250.1,2.121,3.382577373
30-11-2025 14:42,23.88,10.44,249.3,2.126,3.529802455
30-11-2025 14:42,23.89,10.41,248.6,2.118,3.676063375
